set,index,formula,n_atoms,mean,max,unseen_element_atoms
rot1 GFN2 MD/normal modes,51,C60H58F14N2O10,144,0.0041366483583574224,0.033877904150054206,0
rot1 GFN2 MD/normal modes,52,C60H58F14N2O10,144,0.003084238827306626,0.03253293087288711,0
rot1 GFN2 MD/normal modes,53,C60H58F14N2O10,144,0.0036663437497774904,0.026571114545891228,0
rot1 GFN2 MD/normal modes,54,C60H58F14N2O10,144,0.0026086099362299504,0.018753641827751744,0
rot1 GFN2 MD/normal modes,55,C60H58F14N2O10,144,0.0039097328679292545,0.025614891384271532,0
rot1 GFN2 MD/normal modes,56,C60H58F14N2O10,144,0.0038875151237829373,0.015668477965358196,0
rot1 GFN2 MD/normal modes,57,C60H58F14N2O10,144,0.003207329973005205,0.026028051547482667,0
rot1 GFN2 MD/normal modes,58,C60H58F14N2O10,144,0.0039248312776444215,0.026223244900801412,0
rot1 GFN2 MD/normal modes,59,C60H58F14N2O10,144,0.004027411993259898,0.031147085315356926,0
rot1 GFN2 MD/normal modes,60,C60H58F14N2O10,144,0.004589847657691002,0.02413223112673102,0
rot1 GFN2 MD/normal modes,61,C60H58F14N2O10,144,0.004090192235768644,0.018217104720666843,0
rot1 GFN2 MD/normal modes,62,C60H58F14N2O10,144,0.0032397475307276626,0.022305303430097956,0
rot1 GFN2 MD/normal modes,63,C60H58F14N2O10,144,0.004826399919403225,0.06068107660618327,0
rot1 GFN2 MD/normal modes,64,C60H58F14N2O10,144,0.005182610549051048,0.04505475900887035,0
rot1 GFN2 MD/normal modes,65,C60H58F14N2O10,144,0.002515402185172549,0.010539030182591613,0
rot1 GFN2 MD/normal modes,66,C60H58F14N2O10,144,0.004430548241269441,0.08671958670803814,0
rot1 GFN2 MD/normal modes,67,C60H58F14N2O10,144,0.0027265334481695147,0.015049310744038258,0
rot1 GFN2 MD/normal modes,68,C60H58F14N2O10,144,0.003873489048807782,0.03208644111604175,0
rot1 GFN2 MD/normal modes,69,C60H58F14N2O10,144,0.002881527646762886,0.019032197430169595,0
rot1 GFN2 MD/normal modes,70,C60H58F14N2O10,144,0.005315813153957217,0.03369501692293586,0
rot1 GFN2 MD/normal modes,71,C60H58F14N2O10,144,0.004636706662721116,0.07955185683191768,0
rot1 GFN2 MD/normal modes,72,C60H58F14N2O10,144,0.00429481003260342,0.04399926554299616,0
rot1 GFN2 MD/normal modes,73,C60H58F14N2O10,144,0.0029314805346350318,0.01941893277760176,0
rot1 GFN2 MD/normal modes,74,C60H58F14N2O10,144,0.0038140591050730035,0.01596379153242289,0
rot1 GFN2 MD/normal modes,75,C60H58F14N2O10,144,0.0033423466600928237,0.023883471406650925,0
rot1 GFN2 MD/normal modes,76,C60H58F14N2O10,144,0.003059257469220268,0.025211123933737256,0
rot1 GFN2 MD/normal modes,77,C60H58F14N2O10,144,0.0028721769074766873,0.04850382622777949,0
rot1 GFN2 MD/normal modes,78,C60H58F14N2O10,144,0.0028978000822757317,0.01690609147579747,0
rot1 GFN2 MD/normal modes,79,C60H58F14N2O10,144,0.0027308172346210383,0.012129477764085905,0
rot1 GFN2 MD/normal modes,80,C60H58F14N2O10,144,0.0039667485181546225,0.016049069371487423,0
rot1 GFN2 MD/normal modes,81,C60H58F14N2O10,144,0.005103568521800188,0.08696517878012677,0
rot1 GFN2 MD/normal modes,82,C60H58F14N2O10,144,0.003987135580758403,0.02014185700865956,0
rot1 GFN2 MD/normal modes,83,C60H58F14N2O10,144,0.0032242489676678355,0.014726791102288361,0
rot1 GFN2 MD/normal modes,84,C60H58F14N2O10,144,0.004149416306558909,0.048170041561585775,0
rot1 GFN2 MD/normal modes,85,C60H58F14N2O10,144,0.003456146927279792,0.03174401769056412,0
rot1 GFN2 MD/normal modes,86,C60H58F14N2O10,144,0.004469992119762898,0.03050413330640933,0
rot1 GFN2 MD/normal modes,87,C60H58F14N2O10,144,0.004462449644802639,0.036899404494588284,0
rot1 GFN2 MD/normal modes,88,C60H58F14N2O10,144,0.0024298127892955976,0.010174215777744355,0
rot1 GFN2 MD/normal modes,89,C60H58F14N2O10,144,0.0032768739162599802,0.016732459506291986,0
rot1 GFN2 MD/normal modes,90,C60H58F14N2O10,144,0.003025429575774342,0.02447368532729799,0
